team,player_name,position,age,caps,goals,club
Czech Republic,Matěj Kovář,Goalkeeper,26,20,0,PSV Eindhoven
Czech Republic,David Zima,Defender,25,25,1,Slavia Prague
Czech Republic,Tomáš Holeš,Defender,33,41,2,Slavia Prague
Czech Republic,Robin Hranáč,Defender,26,14,1,TSG Hoffenheim
Czech Republic,Vladimír Coufal,Defender,33,62,2,TSG Hoffenheim
Czech Republic,Štěpán Chaloupek,Defender,23,5,0,Slavia Prague
Czech Republic,Ladislav Krejčí,Defender,27,27,5,Wolverhampton Wanderers
Czech Republic,Vladimír Darida,Midfielder,35,79,8,Hradec Králové
Czech Republic,Adam Hložek,Forward,23,43,5,TSG Hoffenheim
Czech Republic,Patrik Schick,Forward,30,53,26,Bayer Leverkusen
Czech Republic,Jan Kuchta,Forward,29,31,3,Sparta Prague
Czech Republic,Lukáš Červ,Midfielder,25,17,2,Viktoria Plzeň
Czech Republic,Mojmír Chytil,Forward,27,22,6,Slavia Prague
Czech Republic,David Jurásek,Defender,25,18,1,Slavia Prague
Czech Republic,Pavel Šulc,Forward,25,21,5,Lyon
Czech Republic,Jindřich Staněk,Goalkeeper,30,14,0,Slavia Prague
Czech Republic,Lukáš Provod,Midfielder,29,38,3,Slavia Prague
Czech Republic,Michal Sadílek,Midfielder,27,35,1,Slavia Prague
Czech Republic,Tomáš Chorý,Forward,31,22,7,Slavia Prague
Czech Republic,Jaroslav Zelený,Defender,33,23,0,Sparta Prague
Czech Republic,David Douděra,Defender,28,17,2,Slavia Prague
Czech Republic,Tomáš Souček,Midfielder,31,90,17,West Ham United
Czech Republic,Lukáš Horníček,Goalkeeper,23,1,0,Braga
Czech Republic,Alexandr Sojka,Midfielder,23,2,0,Viktoria Plzeň
Czech Republic,Hugo Sochůrek,Midfielder,18,1,0,Sparta Prague
Czech Republic,Denis Višinský,Forward,23,2,1,Viktoria Plzeň
Mexico,Raúl Rangel,Goalkeeper,26,14,0,Guadalajara
Mexico,Jorge Sánchez,Defender,28,59,3,PAOK
Mexico,César Montes,Defender,29,67,4,Lokomotiv Moscow
Mexico,Edson Álvarez,Defender,28,98,7,Fenerbahçe
Mexico,Johan Vásquez,Defender,27,46,3,Genoa
Mexico,Érik Lira,Midfielder,26,25,0,Cruz Azul
Mexico,Luis Romo,Midfielder,31,63,4,Guadalajara
Mexico,Álvaro Fidalgo,Midfielder,29,4,0,Real Betis
Mexico,Raúl Jiménez,Forward,35,124,45,Fulham
Mexico,Alexis Vega,Forward,28,52,7,Toluca
Mexico,Santiago Giménez,Forward,25,47,6,Milan
Mexico,Carlos Acevedo,Goalkeeper,30,7,0,Santos Laguna
Mexico,Guillermo Ochoa,Goalkeeper,40,152,0,AEL Limassol
Mexico,Armando González,Forward,23,7,1,Guadalajara
Mexico,Israel Reyes,Defender,26,34,2,América
Mexico,Julián Quiñones,Forward,29,22,2,Al-Qadsiah
Mexico,Orbelín Pineda,Midfielder,30,92,12,AEK Athens
Mexico,Obed Vargas,Midfielder,20,6,0,Atlético Madrid
Mexico,Gilberto Mora,Midfielder,17,8,0,Tijuana
Mexico,Mateo Chávez,Defender,22,10,0,AZ
Mexico,César Huerta,Forward,25,26,3,Anderlecht
Mexico,Guillermo Martínez,Forward,31,12,3,Pumas
Mexico,Jesús Gallardo,Defender,31,121,3,Toluca
Mexico,Luis Chávez,Midfielder,30,45,5,Dynamo Moscow
Mexico,Roberto Alvarado,Forward,27,67,5,Guadalajara
Mexico,Brian Gutiérrez,Midfielder,22,7,2,Guadalajara
South Africa,Ronwen Williams,Goalkeeper,34,62,0,Mamelodi Sundowns
South Africa,Thabang Matuludi,Defender,27,2,0,Polokwane City
South Africa,Khulumani Ndamane,Defender,22,5,0,Mamelodi Sundowns
South Africa,Teboho Mokoena,Midfielder,29,51,9,Mamelodi Sundowns
South Africa,Thalente Mbatha,Midfielder,26,14,3,Orlando Pirates
South Africa,Aubrey Modiba,Defender,30,44,3,Mamelodi Sundowns
South Africa,Oswin Appollis,Forward,24,25,8,Orlando Pirates
South Africa,Tshepang Moremi,Forward,25,9,1,Orlando Pirates
South Africa,Lyle Foster,Forward,25,26,10,Burnley
South Africa,Relebohile Mofokeng,Forward,21,12,0,Orlando Pirates
South Africa,Themba Zwane,Midfielder,36,53,12,Mamelodi Sundowns
South Africa,Thapelo Maseko,Forward,22,9,1,AEL Limassol
South Africa,Sphephelo Sithole,Midfielder,27,27,1,Tondela
South Africa,Mbekezeli Mbokazi,Defender,20,10,1,Chicago Fire FC
South Africa,Iqraam Rayners,Forward,30,13,4,Mamelodi Sundowns
South Africa,Sipho Chaine,Goalkeeper,29,3,0,Orlando Pirates
South Africa,Evidence Makgopa,Forward,26,26,6,Orlando Pirates
South Africa,Samukele Kabini,Defender,22,5,0,Molde
South Africa,Nkosinathi Sibisi,Defender,30,19,0,Orlando Pirates
South Africa,Khuliso Mudau,Defender,31,32,1,Mamelodi Sundowns
South Africa,Ime Okon,Defender,22,7,1,Hannover 96
South Africa,Ricardo Goss,Goalkeeper,32,4,0,Siwelele
South Africa,Jayden Adams,Midfielder,25,4,0,Mamelodi Sundowns
South Africa,Olwethu Makhanya,Defender,22,0,0,Philadelphia Union
South Africa,Kamogelo Sebelebele,Forward,23,2,0,Orlando Pirates
South Africa,Bradley Cross,Defender,25,0,0,Kaizer Chiefs
South Korea,Kim Seung-gyu,Goalkeeper,35,87,0,FC Tokyo
South Korea,Lee Han-beom,Defender,23,8,0,Midtjylland
South Korea,Lee Gi-hyuk,Midfielder,25,3,0,Gangwon FC
South Korea,Kim Min-jae,Defender,29,79,4,Bayern Munich
South Korea,Kim Tae-hyeon,Defender,25,7,0,Kashima Antlers
South Korea,Hwang In-beom,Midfielder,29,73,6,Feyenoord
South Korea,Son Heung-min,Forward,33,144,56,Los Angeles FC
South Korea,Paik Seung-ho,Midfielder,29,27,3,Birmingham City
South Korea,Cho Gue-sung,Forward,28,44,12,Midtjylland
South Korea,Lee Jae-sung,Midfielder,33,105,15,Mainz 05
South Korea,Hwang Hee-chan,Midfielder,30,79,17,Wolverhampton Wanderers
South Korea,Song Bum-keun,Goalkeeper,28,3,0,Jeonbuk Hyundai Motors
South Korea,Lee Tae-seok,Defender,23,15,1,Austria Wien
South Korea,Cho Wi-je,Defender,24,1,0,Jeonbuk Hyundai Motors
South Korea,Kim Moon-hwan,Defender,30,35,0,Daejeon Hana Citizen
South Korea,Park Jin-seob,Defender,30,14,1,Zhejiang
South Korea,Bae Jun-ho,Midfielder,22,13,2,Stoke City
South Korea,Oh Hyeon-gyu,Forward,25,27,6,Beşiktaş
South Korea,Lee Kang-in,Midfielder,25,47,11,Paris Saint-Germain
South Korea,Yang Hyun-jun,Midfielder,24,9,0,Celtic
South Korea,Jo Hyeon-woo,Goalkeeper,34,48,0,Ulsan HD
South Korea,Seol Young-woo,Defender,27,34,0,Red Star Belgrade
South Korea,Jens Castrop,Defender,22,7,0,Borussia Mönchengladbach
South Korea,Kim Jin-gyu,Midfielder,29,22,3,Jeonbuk Hyundai Motors
South Korea,Eom Ji-sung,Midfielder,24,9,2,Swansea City
South Korea,Lee Dong-gyeong,Midfielder,28,18,4,Ulsan HD
Bosnia and Herzegovina,Nikola Vasilj,Goalkeeper,30,26,0,FC St. Pauli
Bosnia and Herzegovina,Nihad Mujakić,Defender,28,12,1,Gaziantep
Bosnia and Herzegovina,Dennis Hadžikadunić,Defender,27,32,0,Sampdoria
Bosnia and Herzegovina,Tarik Muharemović,Defender,23,14,1,Sassuolo
Bosnia and Herzegovina,Sead Kolašinac,Defender,32,65,0,Atalanta
Bosnia and Herzegovina,Benjamin Tahirović,Midfielder,23,28,2,Brøndby
Bosnia and Herzegovina,Amar Dedić,Defender,23,28,1,Benfica
Bosnia and Herzegovina,Armin Gigović,Midfielder,24,20,1,Young Boys
Bosnia and Herzegovina,Samed Baždar,Forward,22,13,1,Jagiellonia Białystok
Bosnia and Herzegovina,Ermedin Demirović,Forward,28,40,4,VfB Stuttgart
Bosnia and Herzegovina,Edin Džeko,Forward,40,148,73,Schalke 04
Bosnia and Herzegovina,Mladen Jurkas,Goalkeeper,18,0,0,Borac Banja Luka
Bosnia and Herzegovina,Ivan Bašić,Midfielder,24,17,0,Astana
Bosnia and Herzegovina,Ivan Šunjić,Midfielder,29,11,0,Pafos
Bosnia and Herzegovina,Amar Memić,Midfielder,25,13,1,Viktoria Plzeň
Bosnia and Herzegovina,Amir Hadžiahmetović,Midfielder,29,36,0,Hull City
Bosnia and Herzegovina,Dženis Burnić,Midfielder,28,20,0,Karlsruher SC
Bosnia and Herzegovina,Nikola Katić,Defender,29,17,2,Schalke 04
Bosnia and Herzegovina,Kerim Alajbegović,Forward,18,10,1,Red Bull Salzburg
Bosnia and Herzegovina,Esmir Bajraktarević,Forward,21,16,1,PSV Eindhoven
Bosnia and Herzegovina,Stjepan Radeljić,Defender,28,5,0,Rijeka
Bosnia and Herzegovina,Martin Zlomislić,Goalkeeper,27,3,0,Rijeka
Bosnia and Herzegovina,Haris Tabaković,Forward,31,10,4,Borussia Mönchengladbach
Bosnia and Herzegovina,Nidal Čelik,Defender,19,2,0,Lens
Bosnia and Herzegovina,Jovo Lukić,Forward,27,3,0,Universitatea Cluj
Bosnia and Herzegovina,Ermin Mahmić,Midfielder,21,2,0,Slovan Liberec
Canada,Dayne St. Clair,Goalkeeper,29,20,0,Inter Miami CF
Canada,Alistair Johnston,Defender,27,58,1,Celtic
Canada,Alfie Jones,Defender,28,2,0,Middlesbrough
Canada,Luc de Fougerolles,Defender,20,13,0,Dender
Canada,Joel Waterman,Defender,30,17,0,Chicago Fire FC
Canada,Mathieu Choinière,Midfielder,27,23,0,Los Angeles FC
Canada,Stephen Eustáquio,Midfielder,29,56,4,Los Angeles FC
Canada,Ismaël Koné,Midfielder,23,40,4,Sassuolo
Canada,Cyle Larin,Forward,31,90,30,Southampton
Canada,Jonathan David,Forward,26,77,39,Juventus
Canada,Liam Millar,Midfielder,26,41,1,Hull City
Canada,Tani Oluwaseyi,Forward,26,24,2,Villarreal
Canada,Derek Cornelius,Defender,28,44,1,Rangers
Canada,Jacob Shaffelburg,Midfielder,26,31,6,Los Angeles FC
Canada,Moïse Bombito,Defender,26,20,0,Nice
Canada,Maxime Crépeau,Goalkeeper,32,32,0,Orlando City SC
Canada,Tajon Buchanan,Forward,27,60,8,Villarreal
Canada,Owen Goodman,Goalkeeper,22,0,0,Barnsley
Canada,Alphonso Davies,Defender,25,58,15,Bayern Munich
Canada,Ali Ahmed,Forward,25,24,1,Norwich City
Canada,Jonathan Osorio,Midfielder,33,90,10,Toronto FC
Canada,Richie Laryea,Defender,31,75,1,Toronto FC
Canada,Niko Sigur,Defender,22,19,2,Hajduk Split
Canada,Promise David,Forward,24,10,3,Union Saint-Gilloise
Canada,Nathan Saliba,Midfielder,22,15,2,Anderlecht
Qatar,Mahmud Abunada,Goalkeeper,26,5,0,Al-Rayyan
Qatar,Pedro Miguel,Defender,35,99,3,Al-Sadd
Qatar,Lucas Mendes,Defender,35,25,1,Al-Wakrah
Qatar,Issa Laye,Defender,28,4,0,Al-Arabi
Qatar,Jassem Gaber,Defender,24,32,1,Al-Rayyan
Qatar,Abdulaziz Hatem,Midfielder,36,117,11,Al-Rayyan
Qatar,Ahmed Alaaeldin,Forward,33,68,9,Al-Rayyan
Qatar,Edmilson Junior,Forward,31,16,0,Al-Duhail
Qatar,Mohammed Muntari,Forward,32,67,16,Al-Gharafa
Qatar,Hassan Al-Haydos,Forward,35,186,41,Al-Sadd
Qatar,Akram Afif,Forward,29,125,39,Al-Sadd
Qatar,Karim Boudiaf,Midfielder,35,118,5,Al-Duhail
Qatar,Ayoub Al-Oui,Defender,21,6,0,Al-Gharafa
Qatar,Homam Ahmed,Defender,26,68,3,Cultural Leonesa
Qatar,Yusuf Abdurisag,Forward,26,39,3,Al-Wakrah
Qatar,Boualem Khoukhi,Defender,35,116,20,Al-Sadd
Qatar,Ahmed Al-Ganehi,Midfielder,25,13,1,Al-Gharafa
Qatar,Sultan Al-Brake,Defender,30,17,0,Al-Duhail
Qatar,Almoez Ali,Forward,29,115,55,Al-Duhail
Qatar,Ahmed Fathy,Midfielder,33,48,0,Al-Arabi
Qatar,Salah Zakaria,Goalkeeper,27,8,0,Al-Duhail
Qatar,Meshaal Barsham,Goalkeeper,28,52,0,Al-Sadd
Qatar,Assim Madibo,Midfielder,29,51,0,Al-Wakrah
Qatar,Tahsin Jamshid,Forward,19,3,0,Al-Duhail
Qatar,Al-Hashmi Al-Hussain,Defender,22,8,0,Al-Arabi
Qatar,Mohamed Manai,Forward,23,10,0,Al-Shamal
Switzerland,Gregor Kobel,Goalkeeper,28,21,0,Borussia Dortmund
Switzerland,Miro Muheim,Defender,28,10,0,Hamburger SV
Switzerland,Silvan Widmer,Defender,33,60,5,Mainz 05
Switzerland,Nico Elvedi,Defender,29,67,3,Borussia Mönchengladbach
Switzerland,Manuel Akanji,Defender,30,81,4,Inter Milan
Switzerland,Denis Zakaria,Midfielder,29,65,3,Monaco
Switzerland,Breel Embolo,Forward,29,86,24,Rennes
Switzerland,Remo Freuler,Midfielder,34,88,11,Bologna
Switzerland,Johan Manzambi,Midfielder,20,12,3,SC Freiburg
Switzerland,Granit Xhaka,Midfielder,33,146,17,Sunderland
Switzerland,Dan Ndoye,Forward,25,31,8,Nottingham Forest
Switzerland,Yvon Mvogo,Goalkeeper,32,13,0,Lorient
Switzerland,Ricardo Rodriguez,Defender,33,138,9,Real Betis
Switzerland,Ardon Jashari,Midfielder,23,8,0,Milan
Switzerland,Djibril Sow,Midfielder,29,52,0,Sevilla
Switzerland,Christian Fassnacht,Forward,32,23,5,Young Boys
Switzerland,Rubén Vargas,Forward,27,61,11,Sevilla
Switzerland,Eray Cömert,Defender,28,22,0,Valencia
Switzerland,Noah Okafor,Forward,26,25,2,Leeds United
Switzerland,Michel Aebischer,Midfielder,29,40,2,Pisa
Switzerland,Marvin Keller,Goalkeeper,23,1,0,Young Boys
Switzerland,Fabian Rieder,Midfielder,24,28,1,FC Augsburg
Switzerland,Zeki Amdouni,Forward,25,29,11,Burnley
Switzerland,Aurèle Amenda,Defender,22,7,0,Eintracht Frankfurt
Switzerland,Luca Jaquez,Defender,23,3,0,VfB Stuttgart
Switzerland,Cedric Itten,Forward,29,15,5,Fortuna Düsseldorf
Brazil,Alisson,Goalkeeper,33,77,0,Liverpool
Brazil,Wesley,Defender,22,7,0,Roma
Brazil,Gabriel Magalhães,Defender,28,17,1,Arsenal
Brazil,Marquinhos,Defender,32,104,7,Paris Saint-Germain
Brazil,Casemiro,Midfielder,34,85,9,Manchester United
Brazil,Alex Sandro,Defender,35,44,2,Flamengo
Brazil,Vinícius Júnior,Forward,25,48,9,Real Madrid
Brazil,Bruno Guimarães,Midfielder,28,42,2,Newcastle United
Brazil,Matheus Cunha,Forward,27,22,1,Manchester United
Brazil,Neymar,Forward,34,128,79,Santos
Brazil,Raphinha,Forward,29,38,11,Barcelona
Brazil,Weverton,Goalkeeper,38,10,0,Grêmio
Brazil,Danilo Luiz,Defender,34,69,1,Flamengo
Brazil,Bremer,Defender,29,7,1,Juventus
Brazil,Léo Pereira,Defender,30,3,0,Flamengo
Brazil,Douglas Santos,Defender,32,6,0,Zenit Saint Petersburg
Brazil,Fabinho,Midfielder,32,32,0,Al-Ittihad
Brazil,Danilo Santos,Midfielder,25,3,2,Botafogo
Brazil,Endrick,Forward,19,16,3,Lyon
Brazil,Lucas Paquetá,Midfielder,28,62,13,Flamengo
Brazil,Luiz Henrique,Forward,25,14,2,Zenit Saint Petersburg
Brazil,Gabriel Martinelli,Forward,24,22,4,Arsenal
Brazil,Ederson,Goalkeeper,32,32,0,Fenerbahçe
Brazil,Roger Ibañez,Defender,27,6,0,Al-Ahli
Brazil,Igor Thiago,Forward,24,3,2,Brentford
Brazil,Rayan,Forward,19,2,1,Bournemouth
Haiti,Johny Placide,Goalkeeper,38,81,0,Bastia
Haiti,Carlens Arcus,Defender,29,53,1,Angers
Haiti,Keeto Thermoncy,Defender,20,1,0,Young Boys
Haiti,Ricardo Adé,Defender,36,59,2,LDU Quito
Haiti,Hannes Delcroix,Defender,27,7,0,Lugano
Haiti,Carl Sainté,Midfielder,23,26,0,El Paso Locomotive FC
Haiti,Derrick Etienne Jr.,Forward,29,48,8,Toronto FC
Haiti,Martin Expérience,Defender,27,21,0,Nancy
Haiti,Duckens Nazon,Forward,32,78,44,Esteghlal
Haiti,Jean-Ricner Bellegarde,Midfielder,27,10,0,Wolverhampton Wanderers
Haiti,Louicius Deedson,Forward,25,32,10,FC Dallas
Haiti,Alexandre Pierre,Goalkeeper,25,15,0,Sochaux
Haiti,Duke Lacroix,Defender,32,16,3,Colorado Springs Switchbacks FC
Haiti,Leverton Pierre,Midfielder,28,33,0,Vizela
Haiti,Ruben Providence,Forward,24,15,3,Almere City
Haiti,Lenny Joseph,Forward,25,2,1,Ferencváros
Haiti,Danley Jean Jacques,Midfielder,26,30,6,Philadelphia Union
Haiti,Wilson Isidor,Forward,25,4,2,Sunderland
Haiti,Yassin Fortuné,Forward,27,4,0,Vizela
Haiti,Frantzdy Pierrot,Forward,31,51,34,Çaykur Rizespor
Haiti,Josué Casimir,Forward,24,7,0,Auxerre
Haiti,Jean-Kévin Duverne,Defender,28,17,1,Gent
Haiti,Josué Duverger,Goalkeeper,26,6,0,Cosmos Koblenz
Haiti,Wilguens Paugain,Defender,24,8,0,Zulte Waregem
Haiti,Dominique Simon,Midfielder,25,2,0,Tatran Prešov
Haiti,Woodensky Pierre,Midfielder,21,1,0,Violette
Morocco,Yassine Bounou,Goalkeeper,35,89,0,Al-Hilal
Morocco,Achraf Hakimi,Defender,27,95,11,Paris Saint-Germain
Morocco,Noussair Mazraoui,Defender,28,44,2,Manchester United
Morocco,Sofyan Amrabat,Midfielder,29,74,0,Real Betis
Morocco,Nayef Aguerd,Defender,30,64,2,Marseille
Morocco,Ayyoub Bouaddi,Midfielder,18,3,0,Lille
Morocco,Chemsdine Talbi,Midfielder,21,5,0,Sunderland
Morocco,Azzedine Ounahi,Midfielder,26,48,9,Girona
Morocco,Soufiane Rahimi,Forward,30,36,12,Al Ain
Morocco,Brahim Díaz,Forward,26,25,13,Real Madrid
Morocco,Ismael Saibari,Midfielder,25,30,9,PSV Eindhoven
Morocco,Munir Mohamedi,Goalkeeper,37,53,0,RS Berkane
Morocco,Zakaria El Ouahdi,Defender,24,2,0,Genk
Morocco,Issa Diop,Defender,29,3,0,Fulham
Morocco,Samir El Mourabet,Midfielder,20,3,0,Strasbourg
Morocco,Gessime Yassine,Midfielder,20,5,0,Strasbourg
Morocco,Abde Ezzalzouli,Forward,24,36,2,Real Betis
Morocco,Chadi Riad,Defender,22,5,1,Crystal Palace
Morocco,Youssef Belammari,Defender,27,18,0,Al Ahly
Morocco,Ayoub El Kaabi,Forward,32,71,37,Olympiacos
Morocco,Ayoube Amaimouni,Forward,21,1,0,Eintracht Frankfurt
Morocco,Ahmed Reda Tagnaouti,Goalkeeper,30,3,0,AS FAR
Morocco,Bilal El Khannouss,Midfielder,22,36,3,VfB Stuttgart
Morocco,Neil El Aynaoui,Midfielder,24,15,2,Roma
Morocco,Redouane Halhal,Defender,23,2,0,Mechelen
Morocco,Anass Salah-Eddine,Defender,24,9,0,PSV Eindhoven
Scotland,Angus Gunn,Goalkeeper,30,22,0,Nottingham Forest
Scotland,Aaron Hickey,Defender,24,21,0,Brentford
Scotland,Andy Robertson,Defender,32,94,4,Liverpool
Scotland,Scott McTominay,Midfielder,29,70,15,Napoli
Scotland,Grant Hanley,Defender,34,68,2,Hibernian
Scotland,Kieran Tierney,Defender,29,56,2,Celtic
Scotland,John McGinn,Midfielder,31,86,20,Aston Villa
Scotland,Tyler Fletcher,Midfielder,19,2,0,Manchester United
Scotland,Lyndon Dykes,Forward,30,51,10,Charlton Athletic
Scotland,Ché Adams,Forward,29,47,13,Torino
Scotland,Ryan Christie,Midfielder,31,68,10,Bournemouth
Scotland,Liam Kelly,Goalkeeper,30,3,0,Rangers
Scotland,Jack Hendry,Defender,31,38,3,Al-Ettifaq
Scotland,Ross Stewart,Forward,29,3,0,Southampton
Scotland,John Souttar,Defender,29,24,2,Rangers
Scotland,Dominic Hyam,Defender,30,4,0,Wrexham
Scotland,Ben Gannon-Doak,Forward,20,14,1,Bournemouth
Scotland,George Hirst,Forward,27,10,1,Ipswich Town
Scotland,Lewis Ferguson,Midfielder,26,24,1,Bologna
Scotland,Lawrence Shankland,Forward,30,20,7,Heart of Midlothian
Scotland,Craig Gordon,Goalkeeper,43,84,0,Heart of Midlothian
Scotland,Nathan Patterson,Defender,24,26,1,Everton
Scotland,Kenny McLean,Midfielder,34,58,3,Norwich City
Scotland,Anthony Ralston,Defender,27,27,1,Celtic
Scotland,Findlay Curtis,Forward,20,3,1,Kilmarnock
Scotland,Scott McKenna,Defender,29,50,1,Dinamo Zagreb
Australia,Mathew Ryan,Goalkeeper,34,104,0,Levante
Australia,Miloš Degenek,Defender,32,57,1,APOEL
Australia,Alessandro Circati,Defender,22,13,1,Parma
Australia,Jacob Italiano,Defender,24,5,0,Grazer AK
Australia,Jordan Bos,Defender,23,27,4,Feyenoord
Australia,Jason Geria,Defender,33,14,0,Albirex Niigata
Australia,Mathew Leckie,Forward,35,80,14,Melbourne City
Australia,Connor Metcalfe,Midfielder,26,36,1,FC St. Pauli
Australia,Mohamed Touré,Forward,22,10,2,Norwich City
Australia,Ajdin Hrustic,Forward,29,37,4,Heracles Almelo
Australia,Awer Mabil,Forward,30,38,10,Castellón
Australia,Paul Izzo,Goalkeeper,31,4,0,Randers
Australia,Aiden O'Neill,Midfielder,27,31,0,New York City FC
Australia,Cammy Devlin,Midfielder,28,5,0,Heart of Midlothian
Australia,Kai Trewin,Defender,25,6,0,New York City FC
Australia,Aziz Behich,Defender,35,84,3,Melbourne City
Australia,Nestory Irankunda,Forward,20,15,5,Watford
Australia,Patrick Beach,Goalkeeper,22,2,0,Melbourne City
Australia,Harry Souttar,Defender,27,38,11,Leicester City
Australia,Cristian Volpato,Forward,22,1,0,Sassuolo
Australia,Cameron Burgess,Defender,30,27,0,Swansea City
Australia,Jackson Irvine,Midfielder,33,82,14,FC St. Pauli
Australia,Nishan Velupillay,Forward,25,7,3,Melbourne Victory
Australia,Paul Okon-Engstler,Midfielder,21,6,0,Sydney FC
Australia,Lucas Herrington,Defender,18,4,0,Colorado Rapids
Australia,Tete Yengi,Forward,25,1,1,Machida Zelvia
Paraguay,Gatito Fernández,Goalkeeper,38,31,0,Cerro Porteño
Paraguay,Gustavo Velázquez,Defender,35,13,1,Cerro Porteño
Paraguay,Omar Alderete,Defender,29,36,3,Sunderland
Paraguay,Juan José Cáceres,Defender,26,17,0,Dynamo Moscow
Paraguay,Fabián Balbuena,Defender,34,48,2,Grêmio
Paraguay,Júnior Alonso,Defender,33,71,3,Atlético Mineiro
Paraguay,Ramón Sosa,Midfielder,26,29,1,Palmeiras
Paraguay,Diego Gómez,Midfielder,23,24,3,Brighton & Hove Albion
Paraguay,Antonio Sanabria,Forward,30,48,7,Cremonese
Paraguay,Miguel Almirón,Midfielder,32,76,10,Atlanta United FC
Paraguay,Maurício,Midfielder,24,3,0,Palmeiras
Paraguay,Orlando Gill,Goalkeeper,26,6,0,San Lorenzo
Paraguay,José Canale,Defender,29,2,0,Lanús
Paraguay,Andrés Cubas,Midfielder,30,33,0,Vancouver Whitecaps FC
Paraguay,Gustavo Gómez,Defender,33,89,4,Palmeiras
Paraguay,Damián Bobadilla,Midfielder,24,19,1,São Paulo
Paraguay,Kaku,Forward,31,33,6,Al Ain
Paraguay,Álex Arce,Forward,30,15,1,Independiente Rivadavia
Paraguay,Julio Enciso,Forward,22,32,4,Strasbourg
Paraguay,Braian Ojeda,Midfielder,25,17,0,Orlando City SC
Paraguay,Gabriel Ávalos,Forward,35,23,2,Independiente
Paraguay,Gastón Olveira,Goalkeeper,33,1,0,Olimpia
Paraguay,Matías Galarza,Midfielder,24,15,3,Atlanta United FC
Paraguay,Gustavo Caballero,Midfielder,24,2,1,Portsmouth
Paraguay,Isidro Pitta,Forward,26,5,0,Red Bull Bragantino
Paraguay,Alexandro Maidana,Defender,20,2,1,Talleres
Turkey,Mert Günok,Goalkeeper,37,37,0,Fenerbahçe
Turkey,Zeki Çelik,Defender,29,60,3,Roma
Turkey,Merih Demiral,Defender,28,61,6,Al-Ahli
Turkey,Çağlar Söyüncü,Defender,30,60,2,Fenerbahçe
Turkey,Salih Özcan,Midfielder,28,29,1,Borussia Dortmund
Turkey,Orkun Kökçü,Midfielder,25,49,4,Beşiktaş
Turkey,Kerem Aktürkoğlu,Forward,27,51,15,Fenerbahçe
Turkey,Arda Güler,Forward,21,28,6,Real Madrid
Turkey,Deniz Gül,Forward,21,7,2,Porto
Turkey,Hakan Çalhanoğlu,Midfielder,32,104,22,Inter Milan
Turkey,Kenan Yıldız,Forward,21,28,5,Juventus
Turkey,Altay Bayındır,Goalkeeper,28,12,0,Manchester United
Turkey,Eren Elmalı,Defender,25,22,0,Galatasaray
Turkey,Abdülkerim Bardakcı,Defender,31,26,2,Galatasaray
Turkey,Ozan Kabak,Defender,26,29,2,TSG Hoffenheim
Turkey,İsmail Yüksek,Midfielder,27,31,1,Fenerbahçe
Turkey,İrfan Can Kahveci,Forward,30,46,6,Kasımpaşa
Turkey,Mert Müldür,Defender,27,44,3,Fenerbahçe
Turkey,Yunus Akgün,Forward,25,18,3,Galatasaray
Turkey,Ferdi Kadıoğlu,Defender,26,30,2,Brighton & Hove Albion
Turkey,Barış Alper Yılmaz,Forward,26,34,3,Galatasaray
Turkey,Kaan Ayhan,Midfielder,31,73,5,Galatasaray
Turkey,Uğurcan Çakır,Goalkeeper,30,38,0,Galatasaray
Turkey,Oğuz Aydın,Forward,25,10,0,Fenerbahçe
Turkey,Samet Akaydin,Defender,32,19,1,Çaykur Rizespor
Turkey,Can Uzun,Forward,20,5,1,Eintracht Frankfurt
United States,Matt Turner,Goalkeeper,31,54,0,New England Revolution
United States,Sergiño Dest,Defender,25,39,3,PSV Eindhoven
United States,Chris Richards,Defender,26,36,3,Crystal Palace
United States,Tyler Adams,Midfielder,27,54,2,Bournemouth
United States,Antonee Robinson,Defender,28,54,5,Fulham
United States,Auston Trusty,Defender,27,8,0,Celtic
United States,Giovanni Reyna,Midfielder,23,38,9,Borussia Mönchengladbach
United States,Weston McKennie,Midfielder,27,66,12,Juventus
United States,Ricardo Pepi,Forward,23,37,13,PSV Eindhoven
United States,Christian Pulisic,Forward,27,86,33,Milan
United States,Brenden Aaronson,Forward,25,58,9,Leeds United
United States,Miles Robinson,Defender,29,40,3,FC Cincinnati
United States,Tim Ream,Defender,38,82,1,Charlotte FC
United States,Sebastian Berhalter,Midfielder,25,13,1,Vancouver Whitecaps FC
United States,Cristian Roldan,Midfielder,31,47,0,Seattle Sounders FC
United States,Alex Freeman,Defender,21,17,2,Villarreal
United States,Malik Tillman,Midfielder,24,30,3,Bayer Leverkusen
United States,Maximilian Arfsten,Defender,25,20,1,Columbus Crew
United States,Haji Wright,Forward,28,20,7,Coventry City
United States,Folarin Balogun,Forward,24,27,9,Monaco
United States,Timothy Weah,Forward,26,51,7,Marseille
United States,Mark McKenzie,Defender,27,29,0,Toulouse
United States,Joe Scally,Defender,23,26,0,Borussia Mönchengladbach
United States,Matt Freese,Goalkeeper,27,15,0,New York City FC
United States,Chris Brady,Goalkeeper,22,1,0,Chicago Fire FC
United States,Alejandro Zendejas,Forward,28,14,2,América
Curaçao,Eloy Room,Goalkeeper,37,71,0,Miami FC
Curaçao,Shurandy Sambo,Defender,24,7,0,Sparta Rotterdam
Curaçao,Juriën Gaari,Defender,32,59,1,Abha
