team,player,position,age,caps,goals,club,intl_xg_per_shot,weighted_shots,club_npxg_per90,market_value_m,club_form_estimated,intl_xg_norm,club_form_norm,experience_norm,value_norm,composite_score
Japan,Keisuke Ōsako,Goalkeeper,26,11,0,Sanfrecce Hiroshima,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0733,0.0,0.0258
Cape Verde,Márcio Rosa,Goalkeeper,29,10,0,Montana,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0667,0.0,0.0235
Brazil,Weverton,Goalkeeper,38,10,0,Grêmio,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0667,0.0,0.0235
Qatar,Al-Hashmi Al-Hussain,Defender,22,8,0,Al-Arabi,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0533,0.0,0.0233
South Korea,Lee Han-beom,Defender,23,8,0,Midtjylland,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0533,0.0,0.0233
Haiti,Wilguens Paugain,Defender,24,8,0,Zulte Waregem,0.0,0.0,0.07,0.0,False,0.0,0.0467,0.0533,0.0,0.023
Curaçao,Tyrese Noslin,Forward,23,6,1,Telstar,0.0,0.0,0.078,0.0,False,0.0,0.052,0.04,0.0,0.0216
Saudi Arabia,Jehad Thakri,Defender,24,7,0,Al-Qadsiah,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0467,0.0,0.0214
South Africa,Ime Okon,Defender,22,7,1,Hannover 96,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0467,0.0,0.0214
Brazil,Wesley,Defender,22,7,0,Roma,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0467,0.0,0.0214
Algeria,Achref Abada,Defender,26,7,1,USM Alger,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0467,0.0,0.0214
South Korea,Kim Tae-hyeon,Defender,25,7,0,Kashima Antlers,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0467,0.0,0.0214
Saudi Arabia,Ahmed Al-Kassar,Goalkeeper,35,9,0,Al-Qadsiah,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.06,0.0,0.0211
Australia,Kai Trewin,Defender,25,6,0,New York City FC,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.04,0.0,0.0194
Qatar,Ayoub Al-Oui,Defender,21,6,0,Al-Gharafa,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.04,0.0,0.0194
Japan,Junnosuke Suzuki,Defender,22,6,0,Copenhagen,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.04,0.0,0.0194
Egypt,Mostafa Shobeir,Goalkeeper,26,8,0,Al Ahly,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0533,0.0,0.0188
Qatar,Salah Zakaria,Goalkeeper,27,8,0,Al-Duhail,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0533,0.0,0.0188
Uzbekistan,Abduvohid Nematov,Goalkeeper,25,8,0,Nasaf,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0533,0.0,0.0188
Uruguay,Santiago Mele,Goalkeeper,28,8,0,Monterrey,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0533,0.0,0.0188
New Zealand,Alex Paulsen,Goalkeeper,23,8,0,Lechia Gdańsk,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0533,0.0,0.0188
Australia,Jacob Italiano,Defender,24,5,0,Grazer AK,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0333,0.0,0.0173
South Africa,Khulumani Ndamane,Defender,22,5,0,Mamelodi Sundowns,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0333,0.0,0.0173
Tunisia,Moutaz Neffati,Defender,21,5,0,IFK Norrköping,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0333,0.0,0.0173
Cape Verde,Kelvin Pires,Defender,26,5,1,SJK,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0333,0.0,0.0173
Croatia,Luka Vušković,Defender,19,5,1,Hamburger SV,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0333,0.0,0.0173
Czech Republic,Štěpán Chaloupek,Defender,23,5,0,Slavia Prague,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0333,0.0,0.0173
Bosnia and Herzegovina,Stjepan Radeljić,Defender,28,5,0,Rijeka,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0333,0.0,0.0173
South Africa,Samukele Kabini,Defender,22,5,0,Molde,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0333,0.0,0.0173
Mexico,Carlos Acevedo,Goalkeeper,30,7,0,Santos Laguna,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0467,0.0,0.0165
Ecuador,Moisés Ramírez,Goalkeeper,25,7,0,Kifisia,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0467,0.0,0.0165
Morocco,Redouane Halhal,Defender,23,2,0,Mechelen,0.0,0.0,0.032,0.1,False,0.0,0.0213,0.0133,0.018,0.0162
Ghana,Kojo Peprah Oppong,Defender,22,4,0,Nice,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0267,0.0,0.0154
Australia,Lucas Herrington,Defender,18,4,0,Colorado Rapids,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0267,0.0,0.0154
Colombia,Willer Ditta,Defender,28,4,0,Cruz Azul,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0267,0.0,0.0154
DR Congo,Steve Kapuadi,Defender,28,4,0,Widzew Łódź,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0267,0.0,0.0154
Algeria,Samir Chergui,Defender,27,4,0,Paris FC,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0267,0.0,0.0154
Qatar,Issa Laye,Defender,28,4,0,Al-Arabi,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0267,0.0,0.0154
Scotland,Dominic Hyam,Defender,30,4,0,Wrexham,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0267,0.0,0.0154
Canada,Owen Goodman,Goalkeeper,22,0,0,Barnsley,0.0,0.0,0.002,0.15,True,0.0,0.0013,0.0,0.0264,0.0147
Paraguay,Orlando Gill,Goalkeeper,26,6,0,San Lorenzo,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.04,0.0,0.0141
Haiti,Josué Duverger,Goalkeeper,26,6,0,Cosmos Koblenz,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.04,0.0,0.0141
Uzbekistan,Jakhongir Urozov,Defender,22,3,0,Dinamo Samarqand,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.02,0.0,0.0134
Sweden,Herman Johansson,Defender,28,3,0,FC Dallas,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.02,0.0,0.0134
Norway,Sondre Langås,Defender,25,3,0,Derby County,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.02,0.0,0.0134
Qatar,Mahmud Abunada,Goalkeeper,26,5,0,Al-Rayyan,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0333,0.0,0.0118
Panama,César Samudio,Goalkeeper,32,5,0,Marathón,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0333,0.0,0.0118
South Africa,Thabang Matuludi,Defender,27,2,0,Polokwane City,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0133,0.0,0.0113
Paraguay,Alexandro Maidana,Defender,20,2,1,Talleres,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0133,0.0,0.0113
Bosnia and Herzegovina,Nidal Čelik,Defender,19,2,0,Lens,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0133,0.0,0.0113
Paraguay,José Canale,Defender,29,2,0,Lanús,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0133,0.0,0.0113
Uzbekistan,Bekhruz Karimov,Defender,18,2,0,Surkhon Termiz,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0133,0.0,0.0113
Egypt,Tarek Alaa,Defender,24,2,0,ZED,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0133,0.0,0.0113
South Africa,Ricardo Goss,Goalkeeper,32,4,0,Siwelele,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0267,0.0,0.0095
Jordan,Nour Bani Attiah,Goalkeeper,33,4,0,Al-Faisaly,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0267,0.0,0.0095
Curaçao,Tyrick Bodak,Goalkeeper,24,4,0,Telstar,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0267,0.0,0.0095
Japan,Tomoki Hayakawa,Goalkeeper,27,4,0,Kashima Antlers,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0267,0.0,0.0095
Jordan,Anas Badawi,Defender,28,1,0,Al-Faisaly,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0067,0.0,0.0094
Tunisia,Adem Arous,Defender,21,2,0,Kasımpaşa,0.0,0.0,0.054,0.0,False,0.0,0.036,0.0133,0.0,0.0094
Sweden,Elliot Stroud,Defender,23,1,0,Mjällby AIF,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0067,0.0,0.0094
Curaçao,Deveron Fonville,Defender,23,1,0,NEC,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0067,0.0,0.0094
Norway,Henrik Falchener,Defender,23,1,0,Viking,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0067,0.0,0.0094
South Korea,Cho Wi-je,Defender,24,1,0,Jeonbuk Hyundai Motors,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0067,0.0,0.0094
Austria,David Affengruber,Defender,25,1,0,Elche,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0067,0.0,0.0094
Haiti,Keeto Thermoncy,Defender,20,1,0,Young Boys,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0067,0.0,0.0094
Tunisia,Raed Chikhaoui,Defender,22,0,0,US Monastir,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0,0.0,0.0074
South Africa,Bradley Cross,Defender,25,0,0,Kaizer Chiefs,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0,0.0,0.0074
Uzbekistan,Avazbek Ulmasaliev,Defender,26,0,0,AGMK,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0,0.0,0.0074
Iran,Danial Eiri,Defender,22,0,0,Malavan,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.0,0.0,0.0074
Bosnia and Herzegovina,Martin Zlomislić,Goalkeeper,27,3,0,Rijeka,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.02,0.0,0.0071
Sweden,Jacob Widell Zetterström,Goalkeeper,27,3,0,Derby County,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.02,0.0,0.0071
South Africa,Sipho Chaine,Goalkeeper,29,3,0,Orlando Pirates,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.02,0.0,0.0071
Ecuador,Gonzalo Valle,Goalkeeper,30,3,0,LDU Quito,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.02,0.0,0.0071
South Korea,Song Bum-keun,Goalkeeper,28,3,0,Jeonbuk Hyundai Motors,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.02,0.0,0.0071
Morocco,Ahmed Reda Tagnaouti,Goalkeeper,30,3,0,AS FAR,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.02,0.0,0.0071
DR Congo,Timothy Fayulu,Goalkeeper,26,3,0,Noah,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.02,0.0,0.0071
Tunisia,Mouhib Chamakh,Goalkeeper,24,2,0,Club Africain,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0133,0.0,0.0048
Tunisia,Sabri Ben Hessen,Goalkeeper,29,2,0,Étoile du Sahel,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0133,0.0,0.0048
Algeria,Oussama Benbot,Goalkeeper,31,2,0,USM Alger,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0133,0.0,0.0048
Australia,Patrick Beach,Goalkeeper,22,2,0,Melbourne City,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0133,0.0,0.0048
Spain,Joan Garcia,Goalkeeper,25,2,0,Barcelona,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0133,0.0,0.0048
Uzbekistan,Botirali Ergashev,Goalkeeper,30,2,0,Neftchi Fergana,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0133,0.0,0.0048
South Africa,Olwethu Makhanya,Defender,22,0,0,Philadelphia Union,0.0,0.0,0.042,0.0,False,0.0,0.028,0.0,0.0,0.0042
Cape Verde,CJ dos Santos,Goalkeeper,25,1,0,San Diego FC,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0067,0.0,0.0025
Algeria,Melvin Mastil,Goalkeeper,26,1,0,Stade Nyonnais,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0067,0.0,0.0025
Czech Republic,Lukáš Horníček,Goalkeeper,23,1,0,Braga,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0067,0.0,0.0025
Switzerland,Marvin Keller,Goalkeeper,23,1,0,Young Boys,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0067,0.0,0.0025
Austria,Florian Wiegele,Goalkeeper,25,1,0,Viktoria Plzeň,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0067,0.0,0.0025
United States,Chris Brady,Goalkeeper,22,1,0,Chicago Fire FC,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0067,0.0,0.0025
Paraguay,Gastón Olveira,Goalkeeper,33,1,0,Olimpia,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0067,0.0,0.0025
Egypt,Mohamed Alaa,Goalkeeper,27,0,0,El Gouna,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0,0.0,0.0001
Norway,Sander Tangvik,Goalkeeper,23,0,0,Hamburger SV,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0,0.0,0.0001
Egypt,El Mahdy Soliman,Goalkeeper,39,0,0,Zamalek,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0,0.0,0.0001
Bosnia and Herzegovina,Mladen Jurkas,Goalkeeper,18,0,0,Borac Banja Luka,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.0,0.0,0.0001
