team,player,position,age,caps,goals,club,intl_xg_per_shot,weighted_shots,club_npxg_per90,market_value_m,club_form_estimated,intl_xg_norm,club_form_norm,experience_norm,value_norm,composite_score
Scotland,George Hirst,Forward,27,10,1,Ipswich Town,0.0,0.0,0.406,8.0,False,0.0,0.2707,0.0667,0.4143,0.1741
Senegal,Antoine Mendy,Defender,22,6,0,Nice,0.0,0.0,0.1,4.0,False,0.0,0.0667,0.04,0.3035,0.1738
Haiti,Hannes Delcroix,Defender,27,7,0,Lugano,0.0,0.0,0.0735,4.0,True,0.0,0.049,0.0467,0.3035,0.1731
Egypt,Trézéguet,Forward,31,95,23,Al Ahly,0.0,0.0,0.3899,0.0,True,0.0,0.2599,0.6333,0.0,0.173
Croatia,Dominik Livaković,Goalkeeper,31,74,0,Dinamo Zagreb,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.4933,0.0,0.1728
Panama,Andrés Andrade,Defender,27,50,1,LASK,0.0,0.0,0.0735,1.0,True,0.0,0.049,0.3333,0.1307,0.1727
Iraq,Aymen Hussein,Forward,30,94,33,Al-Karma,0.0,0.0,0.3899,0.0,True,0.0,0.2599,0.6267,0.0,0.172
Morocco,Neil El Aynaoui,Midfielder,24,15,2,Roma,0.0,0.0,0.138,8.0,False,0.0,0.092,0.1,0.4143,0.1719
Paraguay,Andrés Cubas,Midfielder,30,33,0,Vancouver Whitecaps FC,0.0,0.0,0.155,4.5,True,0.0,0.1033,0.22,0.3215,0.1714
Tunisia,Ismaël Gharbi,Midfielder,22,17,2,FC Augsburg,0.0,0.0,0.155,7.0,True,0.0,0.1033,0.1133,0.3921,0.1713
South Korea,Lee Jae-sung,Midfielder,33,105,15,Mainz 05,0.0,0.0,0.155,0.0,True,0.0,0.1033,0.7,0.0,0.171
Belgium,Nicolas Raskin,Midfielder,25,13,2,Rangers,0.0,0.0,0.194,6.5,False,0.0,0.1293,0.0867,0.3799,0.1701
Czech Republic,Jan Kuchta,Forward,29,31,3,Sparta Prague,0.0,0.0,0.3899,4.0,True,0.0,0.2599,0.2067,0.3035,0.1697
Panama,Yoel Bárcenas,Midfielder,32,104,10,Mazatlán,0.0,0.0,0.155,0.0,True,0.0,0.1033,0.6933,0.0,0.1696
Ivory Coast,Jean Michaël Seri,Midfielder,34,65,4,Maribor,0.0,2.0,0.155,1.5,True,0.0,0.1033,0.4333,0.1728,0.1695
Portugal,Gonçalo Guedes,Forward,29,34,8,Real Sociedad,0.0,0.0,0.31,6.0,False,0.0,0.2067,0.2267,0.3669,0.1694
New Zealand,Tommy Smith,Defender,36,56,2,Braintree Town,0.0,0.0,0.0735,0.7,True,0.0,0.049,0.3733,0.1001,0.1694
New Zealand,Kosta Barbarouses,Forward,36,76,10,Western Sydney Wanderers,0.0,0.0,0.3899,0.5,True,0.0,0.2599,0.5067,0.0765,0.1693
Ecuador,Yaimar Medina,Defender,21,5,0,Genk,0.0,0.0,0.0735,4.0,True,0.0,0.049,0.0333,0.3035,0.1691
Jordan,Musa Al-Taamari,Forward,29,91,24,Rennes,0.0,0.0,0.3899,0.0,True,0.0,0.2599,0.6067,0.0,0.169
Austria,Michael Gregoritsch,Forward,32,75,24,FC Augsburg,0.0,4.0,0.296,1.5,False,0.0,0.1973,0.5,0.1728,0.1688
Paraguay,Matías Galarza,Midfielder,24,15,3,Atlanta United FC,0.0,0.0,0.155,7.0,True,0.0,0.1033,0.1,0.3921,0.1686
Uruguay,Juan Manuel Sanabria,Midfielder,26,5,1,Real Salt Lake,0.0,0.0,0.22,7.0,False,0.0,0.1467,0.0333,0.3921,0.1683
Argentina,Thiago Almada,Forward,25,14,4,Atlético Madrid,0.0,0.0,0.192,20.0,False,0.0,0.128,0.0933,0.5741,0.1672
Uruguay,Guillermo Varela,Defender,33,28,0,Flamengo,0.0,0.0,0.0735,2.0,True,0.0,0.049,0.1867,0.2072,0.167
Australia,Nestory Irankunda,Forward,20,15,5,Watford,0.0,0.0,0.3899,6.0,True,0.0,0.2599,0.1,0.3669,0.1664
South Korea,Kim Min-jae,Defender,29,79,4,Bayern Munich,0.0,0.0,0.08,0.0,False,0.0,0.0533,0.5267,0.0,0.166
Jordan,Mahmoud Al-Mardi,Forward,32,88,9,Al-Hussein,0.0,0.0,0.3899,0.0,True,0.0,0.2599,0.5867,0.0,0.166
Colombia,Juan Fernando Quintero,Midfielder,33,48,6,River Plate,0.0,4.2,0.155,2.5,True,0.0,0.1033,0.32,0.2362,0.1658
Brazil,Luiz Henrique,Forward,25,14,2,Zenit Saint Petersburg,0.0,0.0,0.152,24.0,False,0.0,0.1013,0.0933,0.607,0.1658
Jordan,Yazan Al-Arab,Defender,30,79,3,FC Seoul,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.5267,0.0,0.1654
Bosnia and Herzegovina,Benjamin Tahirović,Midfielder,23,28,2,Brøndby,0.0,0.0,0.155,4.5,True,0.0,0.1033,0.1867,0.3215,0.1648
Tunisia,Elias Achouri,Forward,27,30,4,Copenhagen,0.0,0.0,0.3899,3.5,True,0.0,0.2599,0.2,0.2836,0.1647
Senegal,Cherif Ndiaye,Forward,30,18,4,Samsunspor,0.0,0.0,0.443,3.5,False,0.0,0.2953,0.12,0.2836,0.1633
Norway,Julian Ryerson,Forward,28,42,1,Borussia Dortmund,0.0,0.0,0.032,20.0,False,0.0,0.0213,0.28,0.5741,0.1632
Curaçao,Armando Obispo,Defender,27,5,0,PSV Eindhoven,0.0,0.0,0.222,3.0,False,0.0,0.148,0.0333,0.2614,0.1629
Austria,Patrick Pentz,Goalkeeper,29,18,0,Brøndby,0.0,0.0,0.002,2.2,True,0.0,0.0013,0.12,0.2193,0.1627
Netherlands,Crysencio Summerville,Forward,24,1,0,West Ham United,0.0,0.0,0.215,22.0,False,0.0,0.1433,0.0067,0.5912,0.1622
Curaçao,Leandro Bacuna,Midfielder,34,71,16,Iğdır,0.0,0.0,0.155,0.9,True,0.0,0.1033,0.4733,0.121,0.162
Belgium,Brandon Mechele,Defender,33,9,1,Club Brugge,0.0,0.0,0.131,3.0,False,0.0,0.0873,0.06,0.2614,0.1618
Ecuador,Jackson Porozo,Defender,25,9,1,Tijuana,0.0,0.0,0.061,3.3,False,0.0,0.0407,0.06,0.275,0.1616
New Zealand,Marko Stamenić,Midfielder,24,39,3,Swansea City,0.0,0.0,0.155,3.0,True,0.0,0.1033,0.26,0.2614,0.1614
Spain,Marc Pubill,Defender,22,1,0,Atlético Madrid,0.0,0.0,0.0735,4.0,True,0.0,0.049,0.0067,0.3035,0.1611
Scotland,Lawrence Shankland,Forward,30,20,7,Heart of Midlothian,0.0,0.0,0.469,2.5,False,0.0,0.3127,0.1333,0.2362,0.161
Senegal,Bamba Dieng,Forward,26,22,2,Lorient,0.0,0.0,0.3899,4.0,True,0.0,0.2599,0.1467,0.3035,0.1607
Switzerland,Michel Aebischer,Midfielder,29,40,2,Pisa,0.0,2.0,0.054,4.5,False,0.0,0.036,0.2667,0.3215,0.1606
Panama,José Luis Rodríguez,Midfielder,27,70,8,Juárez,0.0,6.2,0.025,2.0,False,0.0,0.0167,0.4667,0.2072,0.1605
Curaçao,Juriën Gaari,Defender,32,59,1,Abha,0.0,0.0,0.0735,0.45,True,0.0,0.049,0.3933,0.0701,0.1604
Iraq,Mohanad Ali,Forward,25,71,27,Dibba,0.0,0.0,0.3899,0.35,True,0.0,0.2599,0.4733,0.0566,0.1603
Uzbekistan,Igor Sergeev,Forward,33,82,24,Persepolis,0.0,0.0,0.3899,0.0,True,0.0,0.2599,0.5467,0.0,0.16
Ecuador,Alan Minda,Midfielder,23,19,2,Atlético Mineiro,0.0,0.0,0.278,3.0,False,0.0,0.1853,0.1267,0.2614,0.1594
Morocco,Samir El Mourabet,Midfielder,20,3,0,Strasbourg,0.0,0.0,0.155,8.0,True,0.0,0.1033,0.02,0.4143,0.1593
Ghana,Kamaldeen Sulemana,Forward,24,28,1,Atalanta,0.0,0.7,0.1,18.0,False,0.0,0.0667,0.1867,0.5552,0.1591
Uzbekistan,Rustam Ashurmatov,Defender,29,48,1,Esteghlal,0.0,0.0,0.0735,0.8,True,0.0,0.049,0.32,0.1108,0.1588
Argentina,Valentín Barco,Midfielder,21,2,1,Strasbourg,0.0,0.0,0.032,13.0,False,0.0,0.0213,0.0133,0.4976,0.1583
Mexico,Armando González,Forward,23,7,1,Guadalajara,0.0,0.0,0.755,0.0,False,0.0,0.5033,0.0467,0.0,0.158
DR Congo,Noah Sadiki,Midfielder,21,19,0,Sunderland,0.0,0.0,0.155,5.0,True,0.0,0.1033,0.1267,0.3379,0.1577
Canada,Jonathan Osorio,Midfielder,33,90,10,Toronto FC,0.0,2.7,0.188,0.0,False,0.0,0.1253,0.6,0.0,0.1576
DR Congo,Charles Pickel,Midfielder,29,34,1,Espanyol,0.0,3.0,0.155,3.2,True,0.0,0.1033,0.2267,0.2706,0.1575
Ghana,Abdul Fatawu,Forward,22,28,3,Leicester City,0.0,0.0,0.073,20.0,False,0.0,0.0487,0.1867,0.5741,0.1574
Switzerland,Cedric Itten,Forward,29,15,5,Fortuna Düsseldorf,0.0,0.0,0.3899,4.5,True,0.0,0.2599,0.1,0.3215,0.1573
Belgium,Nathan Ngoy,Defender,23,4,0,Lille,0.0,0.0,0.0735,3.5,True,0.0,0.049,0.0267,0.2836,0.1572
Canada,Richie Laryea,Defender,31,75,1,Toronto FC,0.0,5.4,0.072,0.0,False,0.0,0.048,0.5,0.0,0.1572
Haiti,Carlens Arcus,Defender,29,53,1,Angers,0.0,0.0,0.002,0.7,False,0.0,0.0013,0.3533,0.1001,0.1562
Czech Republic,Vladimír Darida,Midfielder,35,79,8,Hradec Králové,0.0,0.0,0.155,0.4,True,0.0,0.1033,0.5267,0.0634,0.1553
Turkey,Yunus Akgün,Forward,25,18,3,Galatasaray,0.0,0.0,0.348,5.0,False,0.0,0.232,0.12,0.3379,0.1552
Tunisia,Yan Valery,Defender,27,22,0,Young Boys,0.0,0.0,0.0735,2.0,True,0.0,0.049,0.1467,0.2072,0.155
Austria,Phillipp Mwene,Defender,32,30,0,Mainz 05,0.0,0.0,0.0735,1.5,True,0.0,0.049,0.2,0.1728,0.1538
Ecuador,Jordy Caicedo,Forward,28,19,3,Huracán,0.0,0.0,0.3899,3.5,True,0.0,0.2599,0.1267,0.2836,0.1537
Ivory Coast,Oumar Diakité,Forward,22,29,6,Cercle Brugge,0.0,3.0,0.285,5.0,False,0.0,0.19,0.1933,0.3379,0.1536
Switzerland,Eray Cömert,Defender,28,22,0,Valencia,0.0,0.0,0.06,2.0,False,0.0,0.04,0.1467,0.2072,0.1536
Ivory Coast,Alban Lafont,Goalkeeper,27,4,0,Panathinaikos,0.0,0.0,0.002,3.0,True,0.0,0.0013,0.0267,0.2614,0.1532
Japan,Junya Itō,Midfielder,33,69,15,Genk,0.0,0.0,0.305,0.0,False,0.0,0.2033,0.46,0.0,0.153
Scotland,Kenny McLean,Midfielder,34,58,3,Norwich City,0.0,0.0,0.155,1.2,True,0.0,0.1033,0.3867,0.1487,0.1529
Colombia,Andrés Gómez,Forward,23,7,2,Vasco da Gama,0.0,0.0,0.3899,5.0,True,0.0,0.2599,0.0467,0.3379,0.1526
Saudi Arabia,Saleh Al-Shehri,Forward,32,55,18,Al-Ittihad,0.0,0.0,0.3899,0.65,True,0.0,0.2599,0.3667,0.0944,0.1519
Senegal,Assane Diao,Forward,20,5,0,Como,0.0,0.0,0.25,12.0,False,0.0,0.1667,0.0333,0.4837,0.1517
DR Congo,Samuel Moutoussamy,Midfielder,29,57,0,Atromitos,0.0,7.0,0.155,1.2,True,0.0,0.1033,0.38,0.1487,0.1516
Ghana,Ernest Nuamah,Forward,22,18,4,Lyon,0.0,0.0,0.183,12.0,False,0.0,0.122,0.12,0.4837,0.1513
Paraguay,Antonio Sanabria,Forward,30,48,7,Cremonese,0.0,0.0,0.124,7.0,False,0.0,0.0827,0.32,0.3921,0.1512
Colombia,Kevin Castaño,Midfielder,25,25,0,River Plate,0.0,0.0,0.073,5.0,False,0.0,0.0487,0.1667,0.3379,0.1493
Ecuador,Nilson Angulo,Forward,22,13,1,Sunderland,0.0,0.0,0.286,7.0,False,0.0,0.1907,0.0867,0.3921,0.1486
Colombia,Gustavo Puerta,Defender,22,5,1,Racing Santander,0.0,0.0,0.0735,3.0,True,0.0,0.049,0.0333,0.2614,0.148
Scotland,Anthony Ralston,Defender,27,27,1,Celtic,0.0,0.0,0.0735,1.5,True,0.0,0.049,0.18,0.1728,0.1478
Curaçao,Tahith Chong,Midfielder,26,5,3,Sheffield United,0.0,0.0,0.155,6.0,True,0.0,0.1033,0.0333,0.3669,0.1477
Australia,Awer Mabil,Forward,30,38,10,Castellón,0.0,0.0,0.3899,1.3,True,0.0,0.2599,0.2533,0.1571,0.1474
Norway,Morten Thorsby,Midfielder,30,31,0,Cremonese,0.0,0.0,0.137,3.0,False,0.0,0.0913,0.2067,0.2614,0.1472
Mexico,Santiago Giménez,Forward,25,47,6,Milan,0.0,0.0,0.501,0.0,False,0.0,0.334,0.3133,0.0,0.1472
Saudi Arabia,Mohammed Al-Owais,Goalkeeper,34,63,0,Al-Ula,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.42,0.0,0.1471
Saudi Arabia,Firas Al-Buraikan,Forward,26,69,15,Al-Ahli,0.0,0.0,0.3899,0.0,True,0.0,0.2599,0.46,0.0,0.147
DR Congo,Gaël Kakuta,Forward,34,30,5,AEL,0.0,8.0,0.3899,1.8,True,0.0,0.2599,0.2,0.1941,0.1468
Uruguay,Rodrigo Aguirre,Forward,31,10,3,UANL,0.0,0.0,0.36,4.5,False,0.0,0.24,0.0667,0.3215,0.1463
Ghana,Augustine Boakye,Midfielder,25,0,0,Saint-Étienne,0.0,0.0,0.275,4.0,False,0.0,0.1833,0.0,0.3035,0.146
Qatar,Ahmed Alaaeldin,Forward,33,68,9,Al-Rayyan,0.0,0.0,0.3899,0.0,True,0.0,0.2599,0.4533,0.0,0.146
Panama,José Fajardo,Forward,32,68,17,Universidad Católica,0.0,8.0,0.3899,0.0,True,0.0,0.2599,0.4533,0.0,0.146
Austria,Florian Grillitsch,Midfielder,30,58,1,Braga,0.0,5.0,0.032,2.0,False,0.0,0.0213,0.3867,0.2072,0.1459
Sweden,Ken Sema,Midfielder,32,33,5,Pafos,0.0,0.0,0.155,2.5,True,0.0,0.1033,0.22,0.2362,0.1458
Brazil,Danilo Luiz,Defender,34,69,1,Flamengo,0.0,2.4,0.0735,0.0,True,0.0,0.049,0.46,0.0,0.1454
Qatar,Mohammed Muntari,Forward,32,67,16,Al-Gharafa,0.0,2.0999999999999996,0.3899,0.0,True,0.0,0.2599,0.4467,0.0,0.145
Algeria,Jaouen Hadjam,Defender,23,17,3,Young Boys,0.0,0.0,0.0735,2.0,True,0.0,0.049,0.1133,0.2072,0.1449
South Africa,Ronwen Williams,Goalkeeper,34,62,0,Mamelodi Sundowns,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.4133,0.0,0.1448
New Zealand,Tyler Bindon,Defender,21,25,3,Sheffield United,0.0,0.0,0.0735,1.5,True,0.0,0.049,0.1667,0.1728,0.1438
Ghana,Christopher Bonsu Baah,Forward,21,9,0,Al-Qadsiah,0.0,0.0,0.3899,3.5,True,0.0,0.2599,0.06,0.2836,0.1437
Ecuador,Denil Castillo,Midfielder,22,5,0,Midtjylland,0.0,0.0,0.155,5.5,True,0.0,0.1033,0.0333,0.353,0.1435
Qatar,Homam Ahmed,Defender,26,68,3,Cultural Leonesa,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.4533,0.0,0.1433
Australia,Cristian Volpato,Forward,22,1,0,Sassuolo,0.0,0.0,0.3899,4.5,True,0.0,0.2599,0.0067,0.3215,0.1433
Jordan,Ali Olwan,Forward,26,65,29,Al-Sailiya,0.0,0.0,0.3899,0.0,True,0.0,0.2599,0.4333,0.0,0.143
Ghana,Marvin Senaya,Defender,25,2,0,Auxerre,0.0,0.0,0.0735,3.0,True,0.0,0.049,0.0133,0.2614,0.142
Canada,Liam Millar,Midfielder,26,41,1,Hull City,0.0,5.0,0.155,1.7,True,0.0,0.1033,0.2733,0.1873,0.1418
Iraq,Zidane Iqbal,Midfielder,23,24,2,Utrecht,0.0,0.0,0.155,3.0,True,0.0,0.1033,0.16,0.2614,0.1414
Curaçao,Riechedly Bazoer,Defender,29,4,0,Konyaspor,0.0,0.0,0.0735,2.8,True,0.0,0.049,0.0267,0.2517,0.1412
Ivory Coast,Parfait Guiagon,Midfielder,25,5,0,Charleroi,0.0,0.0,0.212,4.0,False,0.0,0.1413,0.0333,0.3035,0.1401
Haiti,Louicius Deedson,Forward,25,32,10,FC Dallas,0.0,0.0,0.3899,1.2,True,0.0,0.2599,0.2133,0.1487,0.1397
Austria,Alexander Prass,Midfielder,25,19,0,TSG Hoffenheim,0.0,0.0,0.062,5.0,False,0.0,0.0413,0.1267,0.3379,0.1391
Iraq,Ali Al-Hamadi,Forward,24,19,5,Luton Town,0.0,0.0,0.3899,2.0,True,0.0,0.2599,0.1267,0.2072,0.1384
Senegal,Abdoulaye Seck,Defender,34,22,4,Maccabi Haifa,0.0,5.0,0.0735,1.5,True,0.0,0.049,0.1467,0.1728,0.1378
Iran,Hossein Kanaanizadegan,Defender,32,65,6,Persepolis,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.4333,0.0,0.1373
Bosnia and Herzegovina,Sead Kolašinac,Defender,32,65,0,Atalanta,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.4333,0.0,0.1373
Curaçao,Kenji Gorré,Forward,31,37,6,Maccabi Haifa,0.0,0.0,0.3899,0.8,True,0.0,0.2599,0.2467,0.1108,0.1371
South Korea,Hwang Hee-chan,Midfielder,30,79,17,Wolverhampton Wanderers,0.0,0.0,0.155,0.0,True,0.0,0.1033,0.5267,0.0,0.1363
Mexico,Álvaro Fidalgo,Midfielder,29,4,0,Real Betis,0.0,0.0,0.066,7.0,False,0.0,0.044,0.0267,0.3921,0.1362
Austria,Alessandro Schöpf,Midfielder,32,35,6,Wolfsberger AC,0.0,0.0,0.155,1.8,True,0.0,0.1033,0.2333,0.1941,0.1359
New Zealand,Callum McCowatt,Midfielder,27,32,4,Silkeborg,0.0,0.0,0.155,2.0,True,0.0,0.1033,0.2133,0.2072,0.1358
Jordan,Abdallah Nasib,Defender,32,64,3,Al-Zawraa,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.4267,0.0,0.1354
Curaçao,Sontje Hansen,Forward,24,5,1,Middlesbrough,0.0,0.0,0.3899,3.0,True,0.0,0.2599,0.0333,0.2614,0.1352
Sweden,Gustaf Nilsson,Forward,29,10,4,Club Brugge,0.0,0.0,0.3899,2.5,True,0.0,0.2599,0.0667,0.2362,0.1352
Croatia,Nikola Moro,Midfielder,28,10,0,Bologna,0.0,0.0,0.034,6.5,False,0.0,0.0227,0.0667,0.3799,0.1341
DR Congo,Meschak Elia,Forward,28,68,12,Alanyaspor,0.0,6.0,0.33,0.0,False,0.0,0.22,0.4533,0.0,0.134
Germany,Pascal Groß,Midfielder,34,18,1,Brighton & Hove Albion,0.0,1.0,0.122,3.5,False,0.0,0.0813,0.12,0.2836,0.1335
Algeria,Anis Hadj Moussa,Forward,24,14,1,Feyenoord,0.0,0.0,0.389,2.0,False,0.0,0.2593,0.0933,0.2072,0.1332
Haiti,Danley Jean Jacques,Midfielder,26,30,6,Philadelphia Union,0.0,0.0,0.155,2.0,True,0.0,0.1033,0.2,0.2072,0.1332
Panama,Cecilio Waterman,Forward,35,55,15,Universidad de Concepción,0.0,0.0,0.3899,0.0,True,0.0,0.2599,0.3667,0.0,0.133
Ghana,Jerome Opoku,Defender,27,11,1,İstanbul Başakşehir,0.0,0.0,0.0735,2.0,True,0.0,0.049,0.0733,0.2072,0.1329
Cape Verde,Jovane Cabral,Midfielder,27,26,2,Estrela Amadora,0.0,0.0,0.323,0.8,False,0.0,0.2153,0.1733,0.1108,0.1325
Saudi Arabia,Mohamed Kanno,Midfielder,31,76,8,Al-Hilal,0.0,0.0,0.155,0.0,True,0.0,0.1033,0.5067,0.0,0.1323
Cape Verde,Jamiro Monteiro,Midfielder,32,54,5,PEC Zwolle,0.0,0.0,0.142,0.75,False,0.0,0.0947,0.36,0.1055,0.1321
Ghana,Abdul Mumin,Defender,28,5,0,Rayo Vallecano,0.0,0.0,0.034,2.5,False,0.0,0.0227,0.0333,0.2362,0.1315
Scotland,Ross Stewart,Forward,29,3,0,Southampton,0.0,0.0,0.3899,2.8,True,0.0,0.2599,0.02,0.2517,0.1313
Turkey,Salih Özcan,Midfielder,28,29,1,Borussia Dortmund,0.0,1.0,0.037,3.5,False,0.0,0.0247,0.1933,0.2836,0.1312
Iraq,Ibrahim Bayesh,Midfielder,26,75,8,Al Dhafra,0.0,0.0,0.155,0.0,True,0.0,0.1033,0.5,0.0,0.131
Panama,Luis Mejía,Goalkeeper,35,56,0,Nacional,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.3733,0.0,0.1308
Senegal,Édouard Mendy,Goalkeeper,34,56,0,Al-Ahli,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.3733,0.0,0.1308
Egypt,Emam Ashour,Midfielder,28,28,0,Al Ahly,0.0,7.0,0.155,2.0,True,0.0,0.1033,0.1867,0.2072,0.1305
Algeria,Luca Zidane,Goalkeeper,28,7,0,Granada,0.0,0.0,0.002,2.0,True,0.0,0.0013,0.0467,0.2072,0.1304
Tunisia,Mortadha Ben Ouanes,Defender,31,18,0,Kasımpaşa,0.0,0.0,0.079,1.5,False,0.0,0.0527,0.12,0.1728,0.1303
Sweden,Jesper Karlström,Midfielder,30,25,0,Udinese,0.0,0.0,0.029,4.0,False,0.0,0.0193,0.1667,0.3035,0.1302
Curaçao,Jürgen Locadia,Forward,32,13,1,Miami FC,0.0,0.0,0.3899,1.8,True,0.0,0.2599,0.0867,0.1941,0.1298
Canada,Alfie Jones,Defender,28,2,0,Middlesbrough,0.0,0.0,0.0735,2.5,True,0.0,0.049,0.0133,0.2362,0.1294
Cape Verde,Stopira,Defender,38,61,4,Torreense,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.4067,0.0,0.1294
New Zealand,Michael Boxall,Defender,37,63,1,Minnesota United FC,0.0,0.0,0.034,0.0,False,0.0,0.0227,0.42,0.0,0.1294
Argentina,Julián Alvarez,Forward,26,51,14,Atlético Madrid,0.0,0.0,0.3899,0.0,True,0.0,0.2599,0.34,0.0,0.129
Turkey,Mert Günok,Goalkeeper,37,37,0,Fenerbahçe,0.0,0.0,0.002,0.5,True,0.0,0.0013,0.2467,0.0765,0.1286
Cape Verde,Steven Moreira,Defender,31,19,0,Columbus Crew,0.0,1.0,0.037,1.5,False,0.0,0.0247,0.1267,0.1728,0.1281
Japan,Kento Shiogai,Forward,21,2,0,VfL Wolfsburg,0.0,0.0,0.3899,2.5,True,0.0,0.2599,0.0133,0.2362,0.1272
Egypt,Ramy Rabia,Defender,33,44,5,Al Ain,0.0,0.0,0.0735,0.4,True,0.0,0.049,0.2933,0.0634,0.127
Jordan,Rajaei Ayed,Midfielder,32,72,0,Al-Hussein,0.0,0.0,0.155,0.0,True,0.0,0.1033,0.48,0.0,0.127
Saudi Arabia,Abdullah Al-Hamdan,Forward,26,49,12,Al-Nassr,0.0,0.0,0.3899,0.0,True,0.0,0.2599,0.3267,0.0,0.127
Mexico,César Huerta,Forward,25,26,3,Anderlecht,0.0,0.0,0.167,5.0,False,0.0,0.1113,0.1733,0.3379,0.127
Uzbekistan,Odiljon Hamrobekov,Midfielder,30,72,1,Tractor,0.0,0.0,0.155,0.0,True,0.0,0.1033,0.48,0.0,0.127
Curaçao,Jeremy Antonisse,Forward,24,26,3,Kifisia,0.0,0.0,0.3899,0.8,True,0.0,0.2599,0.1733,0.1108,0.1261
Haiti,Derrick Etienne Jr.,Forward,29,48,8,Toronto FC,0.0,0.0,0.3899,0.0,True,0.0,0.2599,0.32,0.0,0.126
Australia,Mohamed Touré,Forward,22,10,2,Norwich City,0.0,0.0,0.3899,1.7,True,0.0,0.2599,0.0667,0.1873,0.1254
Cape Verde,Garry Rodrigues,Midfielder,35,59,9,Apollon Limassol,0.0,0.0,0.155,0.32,True,0.0,0.1033,0.3933,0.0524,0.1254
Haiti,Ricardo Adé,Defender,36,59,2,LDU Quito,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.3933,0.0,0.1253
Curaçao,Shurandy Sambo,Defender,24,7,0,Sparta Rotterdam,0.0,0.0,0.0735,2.0,True,0.0,0.049,0.0467,0.2072,0.125
Uzbekistan,Oston Urunov,Midfielder,25,41,10,Persepolis,0.0,0.0,0.155,1.0,True,0.0,0.1033,0.2733,0.1307,0.1249
South Korea,Oh Hyeon-gyu,Forward,25,27,6,Beşiktaş,0.0,0.0,0.488,0.0,False,0.0,0.3253,0.18,0.0,0.1246
Panama,Roderick Miller,Defender,34,50,2,Turan Tovuz,0.0,0.0,0.0735,0.2,True,0.0,0.049,0.3333,0.0344,0.1245
Australia,Aiden O'Neill,Midfielder,27,31,0,New York City FC,0.0,0.0,0.155,1.5,True,0.0,0.1033,0.2067,0.1728,0.1242
Morocco,Munir Mohamedi,Goalkeeper,37,53,0,RS Berkane,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.3533,0.0,0.1238
Iran,Shojae Khalilzadeh,Defender,37,58,2,Tractor,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.3867,0.0,0.1234
South Korea,Cho Gue-sung,Forward,28,44,12,Midtjylland,0.0,0.0,0.3899,0.0,True,0.0,0.2599,0.2933,0.0,0.122
Senegal,Pathé Ciss,Midfielder,32,29,0,Rayo Vallecano,0.0,0.0,0.106,2.0,False,0.0,0.0707,0.1933,0.2072,0.122
Norway,Jens Petter Hauge,Midfielder,26,15,1,Bodø/Glimt,0.0,0.0,0.155,2.5,True,0.0,0.1033,0.1,0.2362,0.1218
Qatar,Meshaal Barsham,Goalkeeper,28,52,0,Al-Sadd,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.3467,0.0,0.1215
Australia,Miloš Degenek,Defender,32,57,1,APOEL,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.38,0.0,0.1213
Canada,Tani Oluwaseyi,Forward,26,24,2,Villarreal,0.0,0.0,0.485,0.0,False,0.0,0.3233,0.16,0.0,0.121
Czech Republic,Adam Hložek,Forward,23,43,5,TSG Hoffenheim,0.0,4.0,0.3899,0.0,True,0.0,0.2599,0.2867,0.0,0.121
Jordan,Noor Al-Rawabdeh,Midfielder,29,67,3,Selangor,0.0,0.0,0.155,0.0,True,0.0,0.1033,0.4467,0.0,0.1203
Turkey,Samet Akaydin,Defender,32,19,1,Çaykur Rizespor,0.0,2.0,0.0735,1.2,True,0.0,0.049,0.1267,0.1487,0.1197
Panama,Cristian Martínez,Midfielder,29,66,2,Ironi Kiryat Shmona,0.0,0.0,0.155,0.0,True,0.0,0.1033,0.44,0.0,0.119
Senegal,Mory Diaw,Goalkeeper,32,5,0,Le Havre,0.0,0.0,0.002,1.8,True,0.0,0.0013,0.0333,0.1941,0.1185
New Zealand,Joe Bell,Midfielder,27,32,1,Viking,0.0,0.0,0.155,1.2,True,0.0,0.1033,0.2133,0.1487,0.1183
Iran,Ali Alipour,Forward,30,14,1,Persepolis,0.0,0.0,0.3899,1.0,True,0.0,0.2599,0.0933,0.1307,0.1181
Jordan,Mohammad Abu Zrayq,Forward,28,40,5,Raja Casablanca,0.0,0.0,0.3899,0.0,True,0.0,0.2599,0.2667,0.0,0.118
Bosnia and Herzegovina,Ermedin Demirović,Forward,28,40,4,VfB Stuttgart,0.0,0.0,0.3899,0.0,True,0.0,0.2599,0.2667,0.0,0.118
